"iccid","msisdn","startTime(UTC)","endTime(UTC)","bytes","mcc","mnc","promotionName"
"'8944501101188545975","'882360003073377","2018-05-01 09:18:37","2018-05-01 09:20:21","4096","'310","'410","UKJ 5MB@2.38 OU 0.80 USD"
"'8944501702168723373","'882360001275180","2018-05-01 09:18:37","2018-05-01 09:24:59","3072","'310","'410","UKJ 6MB@2.25 OU 0.65 USD GEO"
"'8944500510178345892","'882360002725344","2018-05-01 09:18:37","2018-05-01 09:26:47","20480","'334","'020","UKJ 3MB@1.75 OU 0.60 USD GFM Z2"
"'8944200007315024483","'447414412449","2018-05-01 09:18:37","2018-05-01 09:18:37","57344","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944501702168870695","'882360001289912","2018-05-01 09:18:37","2018-05-01 09:48:01","3072","'310","'260","UKJ 10MB@2.45 OU 0.40 USD FGPS Z1"
"'8944503005179748837","'882360002187063","2018-05-01 09:18:37","2018-05-01 09:48:37","1024","'302","'720","UKJ BES5 LR@14 USD PER MB"
"'8944502810151738347","'882360001099294","2018-05-01 09:18:37","2018-05-01 09:48:37","1024","'302","'220","UKJ BES5 LR@14 USD PER MB"
"'8944500606138142559","'447937879255","2018-05-01 09:18:38","2018-05-01 09:18:48","1024","'310","'260","UKJ 15MB@3.91 OU .65 USD"
"'8944501505158347180","'447937562718","2018-05-01 09:18:38","2018-05-01 09:19:07","1024","'424","'03","UKJ 10MB@3.65 OU 1.00 USD Dashroad Z2"
"'8944501702168761852","'882360001279028","2018-05-01 09:18:38","2018-05-01 09:19:34","1024","'234","'15","UKJ 8MB@1.10 OU 0.10 GBP REM Trading VODA"
"'8944502511169353521","'882360001616852","2018-05-01 09:18:38","2018-05-01 09:25:11","4096","'204","'08","UKJ 12MB@2.11 OU 0.40 EUR BMHC"
"'8944501702168846711","'882360001287514","2018-05-01 09:18:38","2018-05-01 09:21:38","2048","'310","'260","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944503005179802410","'882360002496951","2018-05-01 09:18:38","2018-05-01 09:46:15","3072","'222","'10","UKJ 5MB@1.19 OU 0.20 EUR ICZ3"
"'8944503005179748902","'882360002187070","2018-05-01 09:18:38","2018-05-01 09:48:38","1024","'302","'220","UKJ BES5 LR@14 USD PER MB"
"'89302720396937372808","'17825329083","2018-05-01 09:18:38","2018-05-01 09:20:29","1024","'302","'720","UKR 1GB@14.99 OU 0.10 USD SC Z2"
"'8944200103299023474","'447453054581","2018-05-01 09:18:38","2018-05-01 09:18:38","145408","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944502511169563632","'882360001637863","2018-05-01 09:18:38","2018-05-01 09:21:09","1024","'310","'260","UKJ 3MB@1.50 OU 0.60 USD"
"'8944502511169585361","'882360001640036","2018-05-01 09:18:38","2018-05-01 09:22:01","3072","'310","'410","UKJ 3MB@0.99 OU 0.80 USD ATrck"
"'8944503005179818481","'882360002498558","2018-05-01 09:18:38","2018-05-01 09:58:17","24576","'234","'15","UKJ 8MB@1.10 OU 0.10 GBP REM Trading VODA"
"'89011703278161154359","'882350816115435","2018-05-01 09:18:39","2018-05-01 09:18:56","3072","'302","'610","UKAT 100MB@5.50 OU 0.20 USD TFS Z1"
"'8944502010148258737","'447509153873","2018-05-01 09:18:39","2018-05-01 09:24:16","4096","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944501204168955493","'882360001298392","2018-05-01 09:18:39","2018-05-01 09:21:31","1024","'310","'410","UKJ 5MB@2.52 OU 0.80 USD"
"'8944501512158579341","'447509742777","2018-05-01 09:18:39","2018-05-01 09:21:15","1024","'214","'01","UKJ BES5 LR@14 USD PER MB"
"'8944502010148212510","'447509149251","2018-05-01 09:18:39","2018-05-01 09:19:53","14336","'262","'02","UKJ 100MB@8.39 OU 0.10 EUR"
"'8944500510178328492","'882360002723604","2018-05-01 09:18:39","2018-05-01 09:19:56","1024","'302","'720","UKJ 1MB@1.35 OU 0.65 USD PGE Z2"
"'8944500510178222703","'882360002713025","2018-05-01 09:18:39","2018-05-01 09:20:30","1024","'706","'01","UKJ 5MB@2.10 OU 0.45 USD GPSTech Z2A"
"'8944500410169113088","'882360001439808","2018-05-01 09:18:39","2018-05-01 09:19:02","1024","'310","'260","UKJ 2MB@2.15 OU 1.00 USD"
"'8944502511169232667","'882360001604766","2018-05-01 09:18:39","2018-05-01 09:19:03","1024","'310","'260","UKJ 1MB@0.85 OU 0.45 USD MVP"
"'8944501410158447603","'447937584603","2018-05-01 09:18:39","2018-05-01 09:28:44","1024","'234","'15","UKJ 3MB@1.17 OU 0.30 GBP Fowlers Finance"
"'8944501702168907174","'882360001293560","2018-05-01 09:18:39","2018-05-01 09:48:39","1024","'204","'16","UKJ BES5 LR@14 USD PER MB"
"'8944500510178427138","'882360002733468","2018-05-01 09:18:40","2018-05-01 09:18:42","1024","'310","'260","UKJ 2MB@1.60 OU 0.80 USD STG"
"'8944500510178437012","'882360002734456","2018-05-01 09:18:40","2018-05-01 09:19:03","1024","'334","'03","UKJ 2MB@2.15 OU 1.00 USD"
"'8944502511169698586","'882360001651358","2018-05-01 09:18:40","2018-05-01 09:19:07","1024","'310","'260","UKJ 5MB@1.79 OU 0.60 USD PSS Z1B"
"'8944502010148267266","'447509154726","2018-05-01 09:18:40","2018-05-01 09:23:35","3072","'310","'260","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944500410169154660","'882360001443966","2018-05-01 09:18:40","2018-05-01 09:20:30","1024","'655","'10","UKJ 4MB@1.62 OU 0.60 USD TAGM zone 1B"
"'8944502511169530334","'882360001634533","2018-05-01 09:18:40","2018-05-01 09:33:38","4096","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944500501169456285","'882360001199628","2018-05-01 09:18:40","2018-05-01 09:48:40","1024","'302","'720","UKJ BES5 LR@14 USD PER MB"
"'8944501410158447157","'447937584558","2018-05-01 09:18:40","2018-05-01 09:28:44","1024","'234","'30","UKJ 3MB@1.17 OU 0.30 GBP Fowlers Finance"
"'8944503005178110617","'882360002173241","2018-05-01 09:18:40","2018-05-01 09:38:21","1024","'220","'01","UKJ 5MB@0.80 OU 0.10 EUR Almaks"
"'8944500501169406827","'882360001194682","2018-05-01 09:18:40","2018-05-01 09:48:40","10240","'302","'220","UKJ BES5 LR@14 USD PER MB"
"'8944500510178324780","'882360002723233","2018-05-01 09:18:41","2018-05-01 09:18:44","1024","'310","'260","UKJ 10MB@1.69 OU 0.10 USD Cartrack"
"'8944503005178120533","'882360002174233","2018-05-01 09:18:41","2018-05-01 09:19:02","1024","'204","'08","UKJ 2MB@1.18 OU 0.80 EUR 12MTH KOEK"
"'8944502010148265179","'447509154517","2018-05-01 09:18:41","2018-05-01 09:22:58","3072","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'89011703278161154011","'882350816115401","2018-05-01 09:18:41","2018-05-01 09:19:08","4096","'302","'610","UKAT 100MB@5.50 OU 0.20 USD TFS Z1"
"'8944501702168754691","'447937805291","2018-05-01 09:18:41","2018-05-01 09:24:17","1024","'214","'07","UKJ 5MB@2.34 OU 1.20 EUR"
"'8944501702168881767","'882360001291019","2018-05-01 09:18:41","2018-05-01 09:33:38","1024","'334","'03","UKJ 5MB@36.00 OU 14.00 MXN"
"'8944502511169520426","'882360001633542","2018-05-01 09:18:41","2018-05-01 09:18:44","1024","'214","'03","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944502511169574951","'882360001638995","2018-05-01 09:18:41","2018-05-01 09:18:46","1024","'310","'260","UKJ 5MB@1.99 OU 0.80 USD Teknos"
"'8901260881205877144","'19392197847","2018-05-01 09:18:41","2018-05-01 09:18:46","1024","'310","'260","UKTM 10MB@2.65 OU 0.65 USD TT"
"'8944501410158447298","'447937584572","2018-05-01 09:18:41","2018-05-01 09:28:46","1024","'234","'33","UKJ 3MB@1.17 OU 0.30 GBP Fowlers Finance"
"'8944502010148258943","'447509153894","2018-05-01 09:18:41","2018-05-01 09:23:35","3072","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944503005178140069","'882360002176186","2018-05-01 09:18:41","2018-05-01 09:48:41","4096","'208","'01","UKJ BES5 LR@14 USD PER MB"
"'8901260881205876468","'17876695162","2018-05-01 09:18:42","2018-05-01 09:18:43","1024","'310","'260","UKTM 5MB@1.30 OU 0.65 USD ITech UKTM"
"'8944502511169562436","'882360001637743","2018-05-01 09:18:42","2018-05-01 09:26:24","2048","'334","'03","UKJ 3MB@1.75 OU 0.60 USD GFM Z2"
"'8944503005179727559","'882360002184935","2018-05-01 09:18:42","2018-05-01 09:48:42","1024","'302","'610","UKJ BES5 LR@14 USD PER MB"
"'8944501702168763825","'882360001279225","2018-05-01 09:18:42","2018-05-01 09:18:43","1024","'206","'01","UKJ 40MB@5.90 OU 0.20 GBP"
"'8944502010148268009","'447509154800","2018-05-01 09:18:42","2018-05-01 09:20:38","1024","'310","'260","UKJ 6MB@2.25 OU 0.65 USD GEO"
"'8944501410158446118","'447937584454","2018-05-01 09:18:42","2018-05-01 09:24:07","1024","'234","'15","UKJ 10MB@2.10 OU 0.50 GBP RT"
"'8944503005179824653","'882360002499175","2018-05-01 09:18:42","2018-05-01 09:41:18","23552","'234","'15","UKJ 8MB@1.10 OU 0.10 GBP REM Trading VODA"
"'8944502810151738354","'882360001099295","2018-05-01 09:18:42","2018-05-01 09:48:42","1024","'302","'720","UKJ BES5 LR@14 USD PER MB"
"'8944503005179876182","'882360002504328","2018-05-01 09:18:43","2018-05-01 09:18:44","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944501410158444030","'447937584246","2018-05-01 09:18:43","2018-05-01 09:38:48","1024","'222","'10","UKJ 10MB@1.76 OU 0.30 EUR IM Italy"
"'8944502810151730872","'882360001098547","2018-05-01 09:18:43","2018-05-01 09:48:43","3072","'208","'01","UKJ BES5 LR@14 USD PER MB"
"'8944502810151731011","'882360001098561","2018-05-01 09:18:44","2018-05-01 09:48:44","1024","'208","'01","UKJ BES5 LR@14 USD PER MB"
"'8944500510178335349","'882360002724289","2018-05-01 09:18:44","2018-05-01 09:34:11","1024","'310","'410","UKJ 1MB@0.90 OU 0.80 USD AnyTr Z2B"
"'8944502511169523289","'882360001633828","2018-05-01 09:18:44","2018-05-01 09:18:46","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944502511169520590","'882360001633559","2018-05-01 09:18:44","2018-05-01 09:18:46","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944502511169467610","'882360001628261","2018-05-01 09:18:45","2018-05-01 09:22:51","2048","'234","'15","UKJ 8MB@1.10 OU 0.10 GBP REM Trading VODA"
"'8944503005179823689","'882360002499078","2018-05-01 09:18:45","2018-05-01 09:23:21","8192","'234","'15","UKJ 5MB@1.30 OU 0.50 GBP REM"
"'8944502511169558319","'882360001637331","2018-05-01 09:18:45","2018-05-01 09:46:50","8192","'234","'30","UKJ 5MB@1.30 OU 0.50 GBP REM"
"'8944501204168935412","'882360001296384","2018-05-01 09:18:45","2018-05-01 09:20:48","2048","'334","'03","UKJ 3MB@1.75 OU 0.60 USD GFM Z2"
"'8944503005179875929","'882360002504302","2018-05-01 09:18:45","2018-05-01 09:18:48","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944502511169234507","'882360001604950","2018-05-01 09:18:45","2018-05-01 09:33:43","3072","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944502010148284097","'447509156409","2018-05-01 09:18:45","2018-05-01 09:20:37","1024","'310","'260","UKJ 6MB@2.25 OU 0.65 USD GEO"
"'8944200007315025449","'447414412545","2018-05-01 09:18:45","2018-05-01 09:18:45","1502208","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944502010148284089","'447509156408","2018-05-01 09:18:45","2018-05-01 09:21:15","1024","'310","'410","UKJ 6MB@2.25 OU 0.65 USD GEO"
"'8944503005178015766","'882360002163756","2018-05-01 09:18:45","2018-05-01 09:22:08","2048","'310","'410","UKJ 3MB@0.99 OU 0.80 USD ATrck"
"'8944502010148261913","'447509154191","2018-05-01 09:18:46","2018-05-01 09:23:02","3072","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'89185013121700063433","'11835041936","2018-05-01 09:18:46","2018-05-01 09:19:48","1024","'370","'01","UKA 5MB@2.99 OU 0.60 USD FGPS Z3"
"'8944501512158584473","'447509743290","2018-05-01 09:18:46","2018-05-01 09:48:46","1024","'302","'720","UKJ BES5 LR@14 USD PER MB"
"'8944502511169232188","'882360001604718","2018-05-01 09:18:46","2018-05-01 09:19:10","1024","'310","'260","UKJ 1MB@0.85 OU 0.45 USD MVP"
"'8944501702168843361","'882360001287179","2018-05-01 09:18:46","2018-05-01 09:19:40","1024","'310","'260","UKJ 10MB@2.79 OU 0.80 USD C Tracking"
"'8944502712138188150","'447937838815","2018-05-01 09:18:46","2018-05-01 09:28:50","1024","'310","'260","UKJ 0.5MB@1.06 PM 15M@15.99 USD"
"'8944503005179727625","'882360002184942","2018-05-01 09:18:46","2018-05-01 09:48:46","1024","'302","'720","UKJ BES5 LR@14 USD PER MB"
"'8944503005179875952","'882360002504305","2018-05-01 09:18:46","2018-05-01 09:18:48","1024","'214","'03","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944502511169520459","'882360001633545","2018-05-01 09:18:47","2018-05-01 09:18:49","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944501512158553361","'447509740179","2018-05-01 09:18:47","2018-05-01 09:48:47","1024","'302","'720","UKJ BES5 LR@14 USD PER MB"
"'8944503005179728177","'882360002184997","2018-05-01 09:18:47","2018-05-01 09:48:47","1024","'302","'720","UKJ BES5 LR@14 USD PER MB"
"'89011703278109593692","'882350810959369","2018-05-01 09:18:47","2018-05-01 09:18:50","4096","'310","'410","UKP 1MB@6.00 0.014 USD"
"'8944502511169337755","'882360001615275","2018-05-01 09:18:47","2018-05-01 09:18:57","1024","'204","'16","UKJ 12MB@2.11 OU 0.40 EUR BMHC"
"'8944502010148202230","'447509148223","2018-05-01 09:18:47","2018-05-01 09:19:10","1024","'234","'30","UKJ 2MB@1.00 OU 0.50 GBP"
"'8944500501169415877","'882360001195587","2018-05-01 09:18:47","2018-05-01 09:48:47","1024","'302","'720","UKJ BES5 LR@14 USD PER MB"
"'8944501702168796478","'882360001282490","2018-05-01 09:18:47","2018-05-01 09:19:28","1024","'310","'260","UKJ 10MB@2.79 OU 0.80 USD C Tracking"
"'8944200007315026223","'447414412623","2018-05-01 09:18:47","2018-05-01 09:18:47","76800","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944500510178324780","'882360002723233","2018-05-01 09:18:47","2018-05-01 09:18:48","1024","'310","'260","UKJ 10MB@1.69 OU 0.10 USD Cartrack"
"'89011703278109593692","'882350810959369","2018-05-01 09:18:47","2018-05-01 09:18:50","4096","'310","'410","UKP 1MB@6.00 0.014 USD"
"'8944500510178428714","'882360002733626","2018-05-01 09:18:47","2018-05-01 09:32:51","2048","'310","'410","UKJ 10MB@2.40 OU 0.20 USD Vxceed"
"'8944502511169465283","'882360001628028","2018-05-01 09:18:48","2018-05-01 09:18:51","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944500606138113451","'447937876345","2018-05-01 09:18:48","2018-05-01 09:31:38","3072","'234","'30","UKJ 5MB@1.22 OU 0.20 SL GBP"
"'8944501702168908180","'882360001293661","2018-05-01 09:18:48","2018-05-01 09:48:48","1024","'204","'04","UKJ BES5 LR@14 USD PER MB"
"'8944502511169574951","'882360001638995","2018-05-01 09:18:48","2018-05-01 09:18:52","1024","'310","'260","UKJ 5MB@1.99 OU 0.80 USD Teknos"
"'8944501702168868319","'882360001289674","2018-05-01 09:18:48","2018-05-01 09:28:51","1024","'310","'260","UKJ 3MB@1.50 OU 0.60 USD"
"'8944502511169540002","'882360001635500","2018-05-01 09:18:48","2018-05-01 09:48:48","1024","'238","'06","UKJ BES5 LR@14 USD PER MB"
"'8944502511169524709","'882360001633970","2018-05-01 09:18:48","2018-05-01 09:23:57","3072","'234","'15","UKJ 5MB@1.30 OU 0.50 GBP REM"
"'8944503005179813532","'447509725857","2018-05-01 09:18:48","2018-05-01 09:24:59","2048","'234","'15","UKJ 1MB@0.79 OU 1.00 GBP"
"'8944200103299005711","'447453023071","2018-05-01 09:18:48","2018-05-01 09:18:48","313344","'234","'20","UKX 250MB@2.75 OU 0.01 GBP SBSOFT"
"'8901260882217684163","'18164821830","2018-05-01 09:18:49","2018-05-01 09:24:06","1024","'310","'260","UKTM 10MB@2.25 10 SMS OU 0.20 USD FGPS"
"'8944503005178146777","'882360002176857","2018-05-01 09:18:49","2018-05-01 09:48:49","1024","'302","'610","UKJ BES5 LR@14 USD PER MB"
"'8944200103299001611","'447449357580","2018-05-01 09:18:49","2018-05-01 09:18:49","64512","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944500606138132394","'447937878239","2018-05-01 09:18:49","2018-05-01 09:18:57","1024","'310","'260","UKJ 15MB@3.91 OU .65 USD"
"'8944502010148268363","'447509154836","2018-05-01 09:18:49","2018-05-01 09:58:20","5120","'310","'410","UKJ 6MB@2.25 OU 0.65 USD GEO"
"'8901260882217684361","'18162995749","2018-05-01 09:18:49","2018-05-01 09:24:06","1024","'310","'260","UKTM 10MB@2.25 10 SMS OU 0.20 USD FGPS"
"'8944500501169456236","'882360001199623","2018-05-01 09:18:49","2018-05-01 09:48:49","1024","'302","'610","UKJ BES5 LR@14 USD PER MB"
"'8944200103299009655","'447453032985","2018-05-01 09:18:50","2018-05-01 09:18:50","541696","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944502511169520608","'882360001633560","2018-05-01 09:18:50","2018-05-01 09:18:52","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'89185013121700058516","'11835001333","2018-05-01 09:18:50","2018-05-01 09:19:07","1024","'730","'01","UKA 2MB@2.89 OU 0.80 USD Satelicar"
"'8944503005178095842","'882360002171764","2018-05-01 09:18:50","2018-05-01 09:19:27","1024","'410","'01","UKJ 10MB@1.90 OU 0.20 USD AMNZPS"
"'8944500501169419622","'882360001195962","2018-05-01 09:18:50","2018-05-01 09:48:50","1024","'302","'720","UKJ BES5 LR@14 USD PER MB"
"'8944501201168604238","'447937720266","2018-05-01 09:18:50","2018-05-01 09:34:43","10240","'222","'10","UKJ 10MB@1.76 OU 0.30 EUR IM Italy"
"'8944501204168941220","'882360001296965","2018-05-01 09:18:50","2018-05-01 09:20:07","1024","'234","'30","UKJ 8MB@1.10 OU 0.10 GBP REM Trading EE"
"'8944502010148267654","'447509154765","2018-05-01 09:18:50","2018-05-01 09:21:42","1024","'310","'260","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944500510178343913","'882360002725146","2018-05-01 09:18:50","2018-05-01 09:33:46","1024","'310","'410","UKJ 1MB@0.90 OU 0.80 USD AnyTr Z2B"
"'8944502010148284832","'447509156483","2018-05-01 09:18:51","2018-05-01 09:19:07","1024","'310","'410","UKJ 6MB@2.25 OU 0.65 USD GEO"
"'8944503005178058071","'882360002167987","2018-05-01 09:18:51","2018-05-01 09:21:52","1024","'334","'03","UKJ 5MB@3.41 OU 0.65 USD SC Z2A"
"'8944500510178335521","'882360002724307","2018-05-01 09:18:51","2018-05-01 09:33:05","1024","'310","'260","UKJ 1MB@0.90 OU 0.80 USD AnyTr Z2B"
"'8944503005178137123","'882360002175892","2018-05-01 09:18:51","2018-05-01 09:48:51","10240","'208","'20","UKJ BES5 LR@14 USD PER MB"
"'8944200103299023045","'447453051535","2018-05-01 09:18:51","2018-05-01 09:18:51","31744","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944503005179759982","'882360002492708","2018-05-01 09:18:51","2018-05-01 09:19:14","1024","'302","'720","UKJ 2MB@2.15 OU 1.00 USD"
"'8944502511169608767","'882360001642376","2018-05-01 09:18:51","2018-05-01 09:38:44","2048","'234","'15","UKJ 15MB@3.91 OU .65 USD"
"'8944200007315026512","'447414412652","2018-05-01 09:18:51","2018-05-01 09:18:51","49152","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944500510178324780","'882360002723233","2018-05-01 09:18:51","2018-05-01 09:18:53","1024","'310","'260","UKJ 10MB@1.69 OU 0.10 USD Cartrack"
"'8944502511169608148","'882360001642314","2018-05-01 09:18:51","2018-05-01 09:19:04","1024","'234","'30","UKJ 15MB@3.91 OU .65 USD"
"'8944502712138159235","'447937835923","2018-05-01 09:18:52","2018-05-01 09:19:09","1024","'204","'08","UKJ 2MB@1.07 OU 0.80 EUR 24MTH KOEK"
"'8944501505158333719","'447937561371","2018-05-01 09:18:52","2018-05-01 09:30:07","59392","'232","'01","UKJ 100MB@8.39 OU 0.10 EUR"
"'8944502810151730641","'882360001098524","2018-05-01 09:18:52","2018-05-01 09:48:52","10240","'208","'20","UKJ BES5 LR@14 USD PER MB"
"'8944501410158444477","'447937584290","2018-05-01 09:18:52","2018-05-01 09:22:04","1024","'222","'10","UKJ 10MB@1.76 OU 0.30 EUR IM Italy"
"'8944501410158462149","'447937586057","2018-05-01 09:18:52","2018-05-01 09:19:04","1024","'204","'08","UKJ 2MB@1.18 OU 0.80 EUR 12MTH KOEK"
"'8944501108169031636","'882360000423163","2018-05-01 09:18:52","2018-05-01 09:24:45","2048","'334","'020","UKJ 3MB@1.75 OU 0.60 USD GFM Z2"
"'8944500606138142559","'447937879255","2018-05-01 09:18:52","2018-05-01 09:19:01","1024","'310","'260","UKJ 15MB@3.91 OU .65 USD"
"'8944502010148260964","'447509154096","2018-05-01 09:18:52","2018-05-01 09:23:44","3072","'310","'410","UKJ 8MB@1.00 OU 0.15 USD SK Temporary"
"'8944502511169275245","'882360001609024","2018-05-01 09:18:53","2018-05-01 09:19:05","1024","'310","'410","UKJ 2MB@1.30 OU 0.65 USD AT Z1"
"'8944500510178324780","'882360002723233","2018-05-01 09:18:53","2018-05-01 09:55:46","21504","'310","'260","UKJ 10MB@1.69 OU 0.10 USD Cartrack"
"'8944502010148280053","'447509156005","2018-05-01 09:18:53","2018-05-01 09:48:51","3072","'310","'410","UKJ 5MB@2.37 OU 0.80 USD AnyTr Z2B"
"'8944200103299007915","'447449354072","2018-05-01 09:18:53","2018-05-01 09:18:53","9216","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944502511169520426","'882360001633542","2018-05-01 09:18:53","2018-05-01 09:18:54","1024","'214","'03","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944501108169007172","'882360000420717","2018-05-01 09:18:54","2018-05-01 09:22:21","3072","'310","'410","UKJ 3MB@0.99 OU 0.80 USD ATrck"
"'8944200007314028188","'447414407819","2018-05-01 09:18:54","2018-05-01 09:18:54","537600","'234","'20","UKX 100MB@1.72 OU 0.10 GBP"
"'8944503005179876182","'882360002504328","2018-05-01 09:18:54","2018-05-01 09:18:56","1024","'214","'01","UKJ 5MB@1.20 OU 0.30 EUR YUGO"
"'8944502511169493590","'882360001630859","2018-05-01 09:18:54","2018-05-01 09:34:11","2048","'310","'260","UKJ 1MB@0.90 OU 0.80 USD AnyTr Z2B"
"'8944502511169478609","'882360001629360","2018-05-01 09:18:54","2018-05-01 09:33:49","2048","'310","'260","UKJ 1MB@0.90 OU 0.80 USD AnyTr Z2B"
